Country,League,Season,Date,Home,Away
Brazil,Serie A,2016,12/06/16,Santa Cruz PE,Santos
Brazil,Serie A,2016,15/06/16,Chapecoense,Gremio
Brazil,Serie A,2016,15/06/16,Ponte Preta,Atletico-PR
Brazil,Serie A,2016,15/06/16,Sao Paulo,Vitoria
Brazil,Serie A,2016,15/06/16,Botafogo,America MG
Brazil,Serie A,2016,15/06/16,Santa Cruz PE,Figueirense
Brazil,Serie A,2016,15/06/16,Santos,Sport
Brazil,Serie A,2016,15/06/16,Coritiba,Palmeiras
Brazil,Serie A,2016,15/06/16,Cruzeiro,Flamengo
Brazil,Serie A,2016,16/06/16,Internacional,Atletico-MG
Brazil,Serie A,2016,16/06/16,Fluminense,Corinthians
Brazil,Serie A,2016,18/06/16,Palmeiras,Santa Cruz PE
Brazil,Serie A,2016,18/06/16,Atletico-PR,Santos
Brazil,Serie A,2016,18/06/16,America MG,Coritiba
Brazil,Serie A,2016,19/06/16,Atletico-MG,Ponte Preta
Brazil,Serie A,2016,19/06/16,Vitoria,Chapecoense
Brazil,Serie A,2016,19/06/16,Corinthians,Botafogo
Brazil,Serie A,2016,19/06/16,Figueirense,Internacional
Brazil,Serie A,2016,19/06/16,Flamengo,Sao Paulo
Brazil,Serie A,2016,19/06/16,Sport,Fluminense
Brazil,Serie A,2016,19/06/16,Gremio,Cruzeiro
Brazil,Serie A,2016,21/06/16,Palmeiras,America MG
Brazil,Serie A,2016,22/06/16,Ponte Preta,Cruzeiro
Brazil,Serie A,2016,22/06/16,Botafogo,Figueirense
Brazil,Serie A,2016,22/06/16,Santa Cruz PE,Flamengo
Brazil,Serie A,2016,22/06/16,Atletico-MG,Corinthians
Brazil,Serie A,2016,22/06/16,Fluminense,Santos
Brazil,Serie A,2016,22/06/16,Chapecoense,Atletico-PR
Brazil,Serie A,2016,23/06/16,Gremio,Vitoria
Brazil,Serie A,2016,23/06/16,Sao Paulo,Sport
Brazil,Serie A,2016,23/06/16,Coritiba,Internacional
Brazil,Serie A,2016,25/06/16,Cruzeiro,Palmeiras
Brazil,Serie A,2016,25/06/16,Corinthians,Santa Cruz PE
Brazil,Serie A,2016,26/06/16,America MG,Atletico-MG
Brazil,Serie A,2016,26/06/16,Atletico-PR,Gremio
Brazil,Serie A,2016,26/06/16,Flamengo,Fluminense
Brazil,Serie A,2016,26/06/16,Internacional,Botafogo
Brazil,Serie A,2016,26/06/16,Santos,Sao Paulo
Brazil,Serie A,2016,26/06/16,Vitoria,Ponte Preta
Brazil,Serie A,2016,26/06/16,Figueirense,Coritiba
Brazil,Serie A,2016,26/06/16,Sport,Chapecoense
Brazil,Serie A,2016,29/06/16,Flamengo,Internacional
Brazil,Serie A,2016,29/06/16,Gremio,Santos
Brazil,Serie A,2016,29/06/16,Vitoria,Sport
Brazil,Serie A,2016,29/06/16,Chapecoense,Cruzeiro
Brazil,Serie A,2016,29/06/16,Coritiba,Atletico-PR
Brazil,Serie A,2016,29/06/16,America MG,Corinthians
Brazil,Serie A,2016,29/06/16,Sao Paulo,Fluminense
Brazil,Serie A,2016,30/06/16,Palmeiras,Figueirense
Brazil,Serie A,2016,30/06/16,Santa Cruz PE,Ponte Preta
Brazil,Serie A,2016,30/06/16,Atletico-MG,Botafogo
Brazil,Serie A,2016,02/07/16,Fluminense,Coritiba
Brazil,Serie A,2016,02/07/16,Atletico-PR,America MG
Brazil,Serie A,2016,03/07/16,Cruzeiro,Vitoria
Brazil,Serie A,2016,03/07/16,Internacional,Gremio
Brazil,Serie A,2016,03/07/16,Botafogo,Santa Cruz PE
Brazil,Serie A,2016,03/07/16,Corinthians,Flamengo
Brazil,Serie A,2016,03/07/16,Ponte Preta,Sao Paulo
Brazil,Serie A,2016,03/07/16,Santos,Chapecoense
Brazil,Serie A,2016,03/07/16,Figueirense,Atletico-MG
Brazil,Serie A,2016,04/07/16,Sport,Palmeiras
Brazil,Serie A,2016,09/07/16,Chapecoense,Corinthians
Brazil,Serie A,2016,09/07/16,Coritiba,Botafogo
Brazil,Serie A,2016,09/07/16,Ponte Preta,Sport
Brazil,Serie A,2016,10/07/16,Flamengo,Atletico-MG
Brazil,Serie A,2016,10/07/16,Gremio,Figueirense
Brazil,Serie A,2016,10/07/16,Santa Cruz PE,Internacional
Brazil,Serie A,2016,10/07/16,Sao Paulo,America MG
Brazil,Serie A,2016,10/07/16,Vitoria,Fluminense
Brazil,Serie A,2016,11/07/16,Cruzeiro,Atletico-PR
Brazil,Serie A,2016,12/07/16,Palmeiras,Santos
Brazil,Serie A,2016,16/07/16,Botafogo,Flamengo
Brazil,Serie A,2016,16/07/16,Santos,Ponte Preta
Brazil,Serie A,2016,17/07/16,America MG,Santa Cruz PE
Brazil,Serie A,2016,17/07/16,Atletico-PR,Vitoria
Brazil,Serie A,2016,17/07/16,Corinthians,Sao Paulo
Brazil,Serie A,2016,17/07/16,Figueirense,Chapecoense
Brazil,Serie A,2016,17/07/16,Fluminense,Cruzeiro
Brazil,Serie A,2016,17/07/16,Internacional,Palmeiras
Brazil,Serie A,2016,17/07/16,Sport,Gremio
Brazil,Serie A,2016,18/07/16,Atletico-MG,Coritiba
Brazil,Serie A,2016,23/07/16,Corinthians,Figueirense
Brazil,Serie A,2016,23/07/16,Santa Cruz PE,Coritiba
Brazil,Serie A,2016,24/07/16,Palmeiras,Atletico-MG
Brazil,Serie A,2016,24/07/16,Ponte Preta,Internacional
Brazil,Serie A,2016,24/07/16,Atletico-PR,Fluminense
Brazil,Serie A,2016,24/07/16,Chapecoense,Botafogo
Brazil,Serie A,2016,24/07/16,Cruzeiro,Sport
Brazil,Serie A,2016,24/07/16,Gremio,Sao Paulo
Brazil,Serie A,2016,24/07/16,Vitoria,Santos
Brazil,Serie A,2016,25/07/16,Flamengo,America MG
Brazil,Serie A,2016,30/07/16,Figueirense,Vitoria
Brazil,Serie A,2016,30/07/16,Sport,Atletico-PR
Brazil,Serie A,2016,30/07/16,Atletico-MG,Santa Cruz PE
Brazil,Serie A,2016,31/07/16,Fluminense,Ponte Preta
Brazil,Serie A,2016,31/07/16,Sao Paulo,Chapecoense
Brazil,Serie A,2016,31/07/16,Coritiba,Flamengo
Brazil,Serie A,2016,31/07/16,Internacional,Corinthians
Brazil,Serie A,2016,31/07/16,Santos,Cruzeiro
Brazil,Serie A,2016,31/07/16,America MG,Gremio
Brazil,Serie A,2016,31/07/16,Botafogo,Palmeiras
Brazil,Serie A,2016,03/08/16,Sport,America MG
Brazil,Serie A,2016,03/08/16,Vitoria,Coritiba
Brazil,Serie A,2016,03/08/16,Atletico-PR,Corinthians
Brazil,Serie A,2016,03/08/16,Santos,Flamengo
Brazil,Serie A,2016,04/08/16,Ponte Preta,Botafogo
Brazil,Serie A,2016,04/08/16,Gremio,Santa Cruz PE
Brazil,Serie A,2016,04/08/16,Sao Paulo,Atletico-MG
Brazil,Serie A,2016,04/08/16,Cruzeiro,Internacional
Brazil,Serie A,2016,04/08/16,Chapecoense,Palmeiras
Brazil,Serie A,2016,06/08/16,Flamengo,Atletico-PR
Brazil,Serie A,2016,07/08/16,America MG,Santos
Brazil,Serie A,2016,07/08/16,Coritiba,Ponte Preta
Brazil,Serie A,2016,07/08/16,Palmeiras,Vitoria
Brazil,Serie A,2016,07/08/16,Internacional,Fluminense
Brazil,Serie A,2016,07/08/16,Santa Cruz PE,Sao Paulo
Brazil,Serie A,2016,07/08/16,Figueirense,Sport
Brazil,Serie A,2016,08/08/16,Atletico-MG,Chapecoense
Brazil,Serie A,2016,08/08/16,Corinthians,Cruzeiro
Brazil,Serie A,2016,13/08/16,Sport,Flamengo
Brazil,Serie A,2016,13/08/16,Ponte Preta,Figueirense
Brazil,Serie A,2016,14/08/16,Fluminense,America MG
Brazil,Serie A,2016,14/08/16,Gremio,Corinthians
Brazil,Serie A,2016,14/08/16,Cruzeiro,Coritiba
Brazil,Serie A,2016,14/08/16,Santos,Atletico-MG
Brazil,Serie A,2016,14/08/16,Vitoria,Santa Cruz PE
Brazil,Serie A,2016,14/08/16,Sao Paulo,Botafogo
Brazil,Serie A,2016,14/08/16,Atletico-PR,Palmeiras
Brazil,Serie A,2016,15/08/16,Chapecoense,Internacional
Brazil,Serie A,2016,19/08/16,America MG,Chapecoense
Brazil,Serie A,2016,20/08/16,Botafogo,Sport
Brazil,Serie A,2016,21/08/16,Atletico-MG,Atletico-PR
Brazil,Serie A,2016,21/08/16,Flamengo,Gremio
Brazil,Serie A,2016,21/08/16,Internacional,Sao Paulo
Brazil,Serie A,2016,21/08/16,Palmeiras,Ponte Preta
Brazil,Serie A,2016,21/08/16,Santa Cruz PE,Fluminense
Brazil,Serie A,2016,21/08/16,Coritiba,Santos
Brazil,Serie A,2016,21/08/16,Figueirense,Cruzeiro
Brazil,Serie A,2016,22/08/16,Corinthians,Vitoria
Brazil,Serie A,2016,27/08/16,Ponte Preta,Corinthians
Brazil,Serie A,2016,28/08/16,Cruzeiro,Santa Cruz PE
Brazil,Serie A,2016,28/08/16,Santos,Figueirense
Brazil,Serie A,2016,28/08/16,Chapecoense,Flamengo
Brazil,Serie A,2016,28/08/16,Fluminense,Palmeiras
Brazil,Serie A,2016,28/08/16,Gremio,Atletico-MG
Brazil,Serie A,2016,28/08/16,Sao Paulo,Coritiba
Brazil,Serie A,2016,28/08/16,Sport,Internacional
Brazil,Serie A,2016,28/08/16,Vitoria,America MG
Brazil,Serie A,2016,29/08/16,Atletico-PR,Botafogo
Brazil,Serie A,2016,03/09/16,Fluminense,Figueirense
Brazil,Serie A,2016,04/09/16,Botafogo,Gremio
Brazil,Serie A,2016,07/09/16,Botafogo,Fluminense
Brazil,Serie A,2016,07/09/16,Figueirense,Atletico-PR
Brazil,Serie A,2016,07/09/16,Santa Cruz PE,Chapecoense
Brazil,Serie A,2016,07/09/16,Atletico-MG,Vitoria
Brazil,Serie A,2016,07/09/16,Coritiba,Gremio
Brazil,Serie A,2016,07/09/16,Flamengo,Ponte Preta
Brazil,Serie A,2016,07/09/16,Palmeiras,Sao Paulo
Brazil,Serie A,2016,08/09/16,Corinthians,Sport
Brazil,Serie A,2016,08/09/16,America MG,Cruzeiro
Brazil,Serie A,2016,08/09/16,Internacional,Santos
Brazil,Serie A,2016,10/09/16,Vitoria,Flamengo
Brazil,Serie A,2016,11/09/16,Chapecoense,Coritiba
Brazil,Serie A,2016,11/09/16,Sao Paulo,Figueirense
Brazil,Serie A,2016,11/09/16,Atletico-PR,Internacional
Brazil,Serie A,2016,11/09/16,Cruzeiro,Botafogo
Brazil,Serie A,2016,11/09/16,Santos,Corinthians
Brazil,Serie A,2016,11/09/16,Sport,Santa Cruz PE
Brazil,Serie A,2016,11/09/16,Gremio,Palmeiras
Brazil,Serie A,2016,11/09/16,Ponte Preta,America MG
Brazil,Serie A,2016,12/09/16,Fluminense,Atletico-MG
Brazil,Serie A,2016,14/09/16,Botafogo,Santos
Brazil,Serie A,2016,14/09/16,Figueirense,America MG
Brazil,Serie A,2016,14/09/16,Ponte Preta,Gremio
Brazil,Serie A,2016,14/09/16,Santa Cruz PE,Atletico-PR
Brazil,Serie A,2016,14/09/16,Coritiba,Corinthians
Brazil,Serie A,2016,14/09/16,Palmeiras,Flamengo
Brazil,Serie A,2016,15/09/16,Atletico-MG,Sport
Brazil,Serie A,2016,15/09/16,Fluminense,Chapecoense
Brazil,Serie A,2016,15/09/16,Internacional,Vitoria
Brazil,Serie A,2016,15/09/16,Sao Paulo,Cruzeiro
Brazil,Serie A,2016,17/09/16,Corinthians,Palmeiras
Brazil,Serie A,2016,18/09/16,Flamengo,Figueirense
Brazil,Serie A,2016,18/09/16,Atletico-PR,Sao Paulo
Brazil,Serie A,2016,18/09/16,Chapecoense,Ponte Preta
Brazil,Serie A,2016,18/09/16,Cruzeiro,Atletico-MG
Brazil,Serie A,2016,18/09/16,Gremio,Fluminense
Brazil,Serie A,2016,18/09/16,Sport,Coritiba
Brazil,Serie A,2016,18/09/16,Santos,Santa Cruz PE
Brazil,Serie A,2016,18/09/16,Vitoria,Botafogo
Brazil,Serie A,2016,19/09/16,America MG,Internacional
Brazil,Serie A,2016,24/09/16,Palmeiras,Coritiba
Brazil,Serie A,2016,24/09/16,Sport,Santos
Brazil,Serie A,2016,24/09/16,America MG,Botafogo
Brazil,Serie A,2016,25/09/16,Atletico-PR,Ponte Preta
Brazil,Serie A,2016,25/09/16,Figueirense,Santa Cruz PE
Brazil,Serie A,2016,25/09/16,Corinthians,Fluminense
Brazil,Serie A,2016,25/09/16,Flamengo,Cruzeiro
Brazil,Serie A,2016,25/09/16,Gremio,Chapecoense
Brazil,Serie A,2016,25/09/16,Vitoria,Sao Paulo
Brazil,Serie A,2016,25/09/16,Atletico-MG,Internacional
Brazil,Serie A,2016,01/10/16,Fluminense,Sport
Brazil,Serie A,2016,01/10/16,Chapecoense,Vitoria
Brazil,Serie A,2016,01/10/16,Santos,Atletico-PR
Brazil,Serie A,2016,01/10/16,Sao Paulo,Flamengo
Brazil,Serie A,2016,01/10/16,Botafogo,Corinthians
Brazil,Serie A,2016,01/10/16,Ponte Preta,Atletico-MG
Brazil,Serie A,2016,01/10/16,Cruzeiro,Gremio
Brazil,Serie A,2016,01/10/16,Internacional,Figueirense
Brazil,Serie A,2016,03/10/16,Santa Cruz PE,Palmeiras
Brazil,Serie A,2016,03/10/16,Coritiba,America MG
Brazil,Serie A,2016,05/10/16,Atletico-PR,Chapecoense
Brazil,Serie A,2016,05/10/16,Vitoria,Gremio
Brazil,Serie A,2016,05/10/16,Corinthians,Atletico-MG
Brazil,Serie A,2016,05/10/16,Santos,Fluminense
Brazil,Serie A,2016,05/10/16,Sport,Sao Paulo
Brazil,Serie A,2016,06/10/16,Internacional,Coritiba
Brazil,Serie A,2016,08/10/16,Cruzeiro,Ponte Preta
Brazil,Serie A,2016,09/10/16,America MG,Palmeiras
Brazil,Serie A,2016,09/10/16,Figueirense,Botafogo
Brazil,Serie A,2016,09/10/16,Flamengo,Santa Cruz PE
Brazil,Serie A,2016,12/10/16,Chapecoense,Sport
Brazil,Serie A,2016,12/10/16,Coritiba,Figueirense
Brazil,Serie A,2016,12/10/16,Botafogo,Internacional
Brazil,Serie A,2016,12/10/16,Santa Cruz PE,Corinthians
Brazil,Serie A,2016,13/10/16,Atletico-MG,America MG
Brazil,Serie A,2016,13/10/16,Palmeiras,Cruzeiro
Brazil,Serie A,2016,13/10/16,Ponte Preta,Vitoria
Brazil,Serie A,2016,13/10/16,Fluminense,Flamengo
Brazil,Serie A,2016,13/10/16,Gremio,Atletico-PR
Brazil,Serie A,2016,13/10/16,Sao Paulo,Santos
Brazil,Serie A,2016,16/10/16,Atletico-PR,Coritiba
Brazil,Serie A,2016,16/10/16,Botafogo,Atletico-MG
Brazil,Serie A,2016,16/10/16,Cruzeiro,Chapecoense
Brazil,Serie A,2016,16/10/16,Figueirense,Palmeiras
Brazil,Serie A,2016,16/10/16,Internacional,Flamengo
Brazil,Serie A,2016,16/10/16,Corinthians,America MG
Brazil,Serie A,2016,16/10/16,Ponte Preta,Santa Cruz PE
Brazil,Serie A,2016,16/10/16,Santos,Gremio
Brazil,Serie A,2016,16/10/16,Sport,Vitoria
Brazil,Serie A,2016,17/10/16,Fluminense,Sao Paulo
Brazil,Serie A,2016,19/10/16,Santa Cruz PE,Botafogo
Brazil,Serie A,2016,22/10/16,Sao Paulo,Ponte Preta
Brazil,Serie A,2016,23/10/16,Flamengo,Corinthians
Brazil,Serie A,2016,23/10/16,Gremio,Internacional
Brazil,Serie A,2016,23/10/16,Palmeiras,Sport
Brazil,Serie A,2016,23/10/16,Vitoria,Cruzeiro
Brazil,Serie A,2016,23/10/16,Coritiba,Fluminense
Brazil,Serie A,2016,23/10/16,Atletico-MG,Figueirense
Brazil,Serie A,2016,23/10/16,Chapecoense,Santos
Brazil,Serie A,2016,24/10/16,America MG,Atletico-PR
Brazil,Serie A,2016,27/10/16,Sport,Ponte Preta
Brazil,Serie A,2016,28/10/16,Fluminense,Vitoria
Brazil,Serie A,2016,29/10/16,Atletico-MG,Flamengo
Brazil,Serie A,2016,29/10/16,Atletico-PR,Cruzeiro
Brazil,Serie A,2016,29/10/16,Corinthians,Chapecoense
Brazil,Serie A,2016,29/10/16,Botafogo,Coritiba
Brazil,Serie A,2016,29/10/16,Internacional,Santa Cruz PE
Brazil,Serie A,2016,29/10/16,Figueirense,Gremio
Brazil,Serie A,2016,29/10/16,Santos,Palmeiras
Brazil,Serie A,2016,31/10/16,America MG,Sao Paulo
Brazil,Serie A,2016,05/11/16,Flamengo,Botafogo
Brazil,Serie A,2016,05/11/16,Sao Paulo,Corinthians
Brazil,Serie A,2016,06/11/16,Ponte Preta,Santos
Brazil,Serie A,2016,06/11/16,Cruzeiro,Fluminense
Brazil,Serie A,2016,06/11/16,Palmeiras,Internacional
Brazil,Serie A,2016,06/11/16,Santa Cruz PE,America MG
Brazil,Serie A,2016,06/11/16,Vitoria,Atletico-PR
Brazil,Serie A,2016,06/11/16,Chapecoense,Figueirense
Brazil,Serie A,2016,06/11/16,Coritiba,Atletico-MG
Brazil,Serie A,2016,07/11/16,Gremio,Sport
Brazil,Serie A,2016,15/11/16,Fluminense,Atletico-PR
Brazil,Serie A,2016,16/11/16,Botafogo,Chapecoense
Brazil,Serie A,2016,16/11/16,Coritiba,Santa Cruz PE
Brazil,Serie A,2016,16/11/16,America MG,Flamengo
Brazil,Serie A,2016,16/11/16,Figueirense,Corinthians
Brazil,Serie A,2016,16/11/16,Sport,Cruzeiro
Brazil,Serie A,2016,17/11/16,Santos,Vitoria
Brazil,Serie A,2016,17/11/16,Sao Paulo,Gremio
Brazil,Serie A,2016,17/11/16,Atletico-MG,Palmeiras
Brazil,Serie A,2016,17/11/16,Internacional,Ponte Preta
Brazil,Serie A,2016,20/11/16,Atletico-PR,Sport
Brazil,Serie A,2016,20/11/16,Cruzeiro,Santos
Brazil,Serie A,2016,20/11/16,Gremio,America MG
Brazil,Serie A,2016,20/11/16,Palmeiras,Botafogo
Brazil,Serie A,2016,20/11/16,Ponte Preta,Fluminense
Brazil,Serie A,2016,20/11/16,Vitoria,Figueirense
